,0,1,2,3,4,5,6
"(frozenset({'CALM1'}), frozenset({'TRPV1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'CALM3'}), frozenset({'TRPV1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'CALM2'}), frozenset({'TRPV1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'CDK5'}), frozenset({'TRPV1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'SRC'}), frozenset({'TRPV1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'CALM1'}), frozenset({'TRPV4'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'CALM3'}), frozenset({'TRPV4'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'CALM2'}), frozenset({'TRPV4'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'FYN'}), frozenset({'TRPV4'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'HCK'}), frozenset({'TRPV4'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'ITPR3'}), frozenset({'TRPV4'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'LCK'}), frozenset({'TRPV4'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'LYN'}), frozenset({'TRPV4'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'MAP7'}), frozenset({'TRPV4'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PACSIN3'}), frozenset({'TRPV4'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'SRC'}), frozenset({'TRPV4'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PKD2'}), frozenset({'TRPV4'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'YES1'}), frozenset({'TRPV4'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'CALB1'}), frozenset({'TRPV5'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'CALM1'}), frozenset({'TRPV5'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'CALM3'}), frozenset({'TRPV5'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'CALM2'}), frozenset({'TRPV5'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'KL'}), frozenset({'TRPV5'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'S100A10'}), frozenset({'TRPV5'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'TRPV6'}), frozenset({'TRPV5'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'TRPV5'}), frozenset({'TRPV6'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'CALM1'}), frozenset({'TRPV6'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'CALM3'}), frozenset({'TRPV6'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'CALM2'}), frozenset({'TRPV6'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'KL'}), frozenset({'TRPV6'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'NUMB'}), frozenset({'TRPV6'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PTPN1'}), frozenset({'TRPV6'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'S100A10'}), frozenset({'TRPV6'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'RACK1'}), frozenset({'TRPM6'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'TRPM6'}), frozenset({'TRPM7'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PRKACA'}), frozenset({'MCOLN1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'MCOLN2'}), frozenset({'MCOLN1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'MCOLN1'}), frozenset({'MCOLN2'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'MCOLN1'}), frozenset({'MCOLN3'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'MCOLN2'}), frozenset({'MCOLN3'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'KIF3A'}), frozenset({'PKD2'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'CASP3'}), frozenset({'EIF3J'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'CASP3'}), frozenset({'ITGB4'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'RNF8'}), frozenset({'RXRA'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PPP2CA_PPP2R5A_PTPA'}), frozenset({'RBL1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'MAPK14'}), frozenset({'MAPKAPK2'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'MAPKAPK2'}), frozenset({'HNRNPA0'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'TIA1'}), frozenset({'GADD45A'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'HNRNPD'}), frozenset({'GADD45A'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'MAPKAPK2'}), frozenset({'PARN'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'HNRNPA0'}), frozenset({'GADD45A'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'JAK2'}), frozenset({'EPOR'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'ESPN'}), frozenset({'MYO15A'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'GJB6'}), frozenset({'GJB2'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'GJB2'}), frozenset({'GJB6'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'MAPK14'}), frozenset({'TIAL1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PARN'}), frozenset({'GADD45A'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'NUMB'}), frozenset({'NOTCH1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'TIAL1'}), frozenset({'GADD45A'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'MAPK14'}), frozenset({'ZFP36'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'MAPKAPK2'}), frozenset({'ZFP36'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'ZFP36'}), frozenset({'TNF'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'JAG2'}), frozenset({'NOTCH1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'DLL1'}), frozenset({'NOTCH1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3'}), frozenset({'CRTC2'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'MYO7A'}), frozenset({'PCDH15'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PCDH15'}), frozenset({'MYO7A'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'MAPK3'}), frozenset({'GABPA'}))",0.0,0.0,0.0,0.0,0.0,0.3,0.0
"(frozenset({'MAPK1'}), frozenset({'GABPA'}))",0.0,0.0,0.0,0.0,0.0,0.1,0.1
"(frozenset({'TUB'}), frozenset({'MAPK1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'TUB'}), frozenset({'MAPK3'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'MIR17HG'}), frozenset({'BCL2L11'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'KEAP1'}), frozenset({'GABPA'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'IGF2BP1'}), frozenset({'BTRC'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'FGF3'}), frozenset({'FOXI1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'AKT1'}), frozenset({'CHUK'}))",0.0,0.4,0.4,0.0,0.0,0.1,0.0
"(frozenset({'CHUK'}), frozenset({'NFKB1'}))",0.0,0.3,0.3,0.0,0.0,0.0,0.0
"(frozenset({'PIK3R1'}), frozenset({'AKT1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'CDC73'}), frozenset({'CPSF3'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'SYMPK'}), frozenset({'CSTF1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'CDK1'}), frozenset({'RRM2'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'CASP3'}), frozenset({'ACIN1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'CDKN1A'}), frozenset({'CDK1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'ATM'}), frozenset({'TERF2'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'MDM2'}), frozenset({'RRM2B'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'ATR'}), frozenset({'XPA'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'CSNK2A1_CSNK2B'}), frozenset({'H4C2'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'IGF1'}), frozenset({'IGF1R'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'CCL2'}), frozenset({'MMP14'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'MMP14'}), frozenset({'MMP2'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'ATF2_JUN'}), frozenset({'SELE'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'BTRC_CUL1_SKP1'}), frozenset({'PER2'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'BTRC_CUL1_SKP1'}), frozenset({'PER1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'CRY2'}), frozenset({'BMAL1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'CRY1'}), frozenset({'BMAL1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'ATAD2'}), frozenset({'ESR1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'ATAD2'}), frozenset({'E2F1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PRKN'}), frozenset({'CCNE1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PCNA'}), frozenset({'POLI'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PRKN'}), frozenset({'SEPTIN5'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PCNA'}), frozenset({'POLH'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'ATAD2'}), frozenset({'MYC'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'ATAD2'}), frozenset({'AR'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'USP7'}), frozenset({'MDM2'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'USP7'}), frozenset({'MDM4'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'RBL2'}), frozenset({'E2F5'}))",0.0,0.1,1.0,0.1,0.0,0.0,0.0
"(frozenset({'RBL2'}), frozenset({'E2F4'}))",0.0,1.0,1.0,1.0,0.9,1.0,1.0
"(frozenset({'MDC1'}), frozenset({'TP53BP1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'RNF8'}), frozenset({'H2AC20'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'H2AX_MDC1'}), frozenset({'RNF8'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'MDC1'}), frozenset({'RNF8'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PRKN'}), frozenset({'RANBP2'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'H2AX_MDC1'}), frozenset({'NBN'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PRKN'}), frozenset({'PUF60'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PRKDC_XRCC6'}), frozenset({'XRCC4'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PRKN'}), frozenset({'SNCAIP'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'DCLRE1C'}), frozenset({'XRCC4'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PRKN'}), frozenset({'CTNNB1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PRKN'}), frozenset({'JUN'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PRKN'}), frozenset({'HSPA1B'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PRKN'}), frozenset({'ATXN2'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'BACE2'}), frozenset({'APP'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PRKN'}), frozenset({'SNCA'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'BACE1'}), frozenset({'APP'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'XRCC4'}), frozenset({'PNKP'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'ADAM17'}), frozenset({'APP'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'ADAM10'}), frozenset({'APP'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'ADAM9'}), frozenset({'APP'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PREX2'}), frozenset({'PTEN'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PINK1'}), frozenset({'TRAP1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PTPRD'}), frozenset({'STAT3'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PINK1'}), frozenset({'PRKN'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'CSNK2A1_CSNK2B'}), frozenset({'MYC'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'MAX_MYC_ZMIZ1'}), frozenset({'CDKN1A'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'XRCC1'}), frozenset({'PNKP'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PRKCA'}), frozenset({'VCL'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PEBP1'}), frozenset({'RAF1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'USP28'}), frozenset({'FBXW7'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'CDK2'}), frozenset({'MYC'}))",0.0,0.0,0.1,0.1,0.1,0.0,0.1
"(frozenset({'RPL11'}), frozenset({'TRRAP'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'FBXW7'}), frozenset({'MYC'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PTPN12'}), frozenset({'PIN1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PDPK1'}), frozenset({'PAK1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PAK1'}), frozenset({'PXN'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'CASP3'}), frozenset({'PRKDC'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PAK1'}), frozenset({'FLNA'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'CASP3'}), frozenset({'PAK2'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'CASP3'}), frozenset({'GSN'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PTPN12'}), frozenset({'PTK2'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'XRCC5_XRCC6'}), frozenset({'PRKDC'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'FLNA'}), frozenset({'SPHK1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'SMG1'}), frozenset({'UPF1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'XRCC5_XRCC6'}), frozenset({'NHEJ1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'ABI1_EPS8_SOS1'}), frozenset({'RAC1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'ATM'}), frozenset({'USP28'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'MAP2K4'}), frozenset({'MAPK8'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'MAP3K7'}), frozenset({'MAP2K4'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PIK3R1'}), frozenset({'RAC1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'PIK3R2'}), frozenset({'RAC1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'ULK1'}), frozenset({'ATG13'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'ULK1'}), frozenset({'RB1CC1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'MTOR'}), frozenset({'ATG13'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'SH3GLB1'}), frozenset({'UVRAG'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'ATG13'}), frozenset({'RB1CC1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'MTOR'}), frozenset({'ULK2'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'BECN1'}), frozenset({'PIK3R4'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'TIAM1'}), frozenset({'RAC1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'HRAS'}), frozenset({'TIAM1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'ATG10'}), frozenset({'ATG12'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'RPTOR'}), frozenset({'MTOR'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'AKT1'}), frozenset({'AKT1S1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'DAPK1'}), frozenset({'CAMKK2'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'DAPK1'}), frozenset({'MAPK6'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'UVRAG'}), frozenset({'PIK3R4'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'ULK2'}), frozenset({'ATG13'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'UVRAG'}), frozenset({'BECN1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'BCL2L1'}), frozenset({'BECN1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'AKT1S1'}), frozenset({'RPTOR'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'MTOR'}), frozenset({'AKT1S1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'RB1CC1'}), frozenset({'ULK2'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'AKT1'}), frozenset({'S1PR1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'ATG10'}), frozenset({'ATG5'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'ATG12_ATG5'}), frozenset({'ATG3'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'ATG7'}), frozenset({'ATG3'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'HRAS'}), frozenset({'PLCE1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'MAPK14'}), frozenset({'MAPKAPK5'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'MAPKAPK5'}), frozenset({'TP53'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'ATG5'}), frozenset({'ATG16L1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'MIR17HG'}), frozenset({'MAP3K12'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'BNIP3'}), frozenset({'BCL2'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'BNIP3'}), frozenset({'BCL2L1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'SPNS1'}), frozenset({'BCL2'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'SPNS1'}), frozenset({'BCL2L1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'ATG4B'}), frozenset({'MAP1LC3B'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'CALM1'}), frozenset({'DAPK1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'DAPK1'}), frozenset({'MCM3'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'SH3GLB1'}), frozenset({'PIK3C3'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'CAPN1'}), frozenset({'BCL2'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'CAPN2'}), frozenset({'BCL2'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(frozenset({'CAPN1'}), frozenset({'BCL2L1'}))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
