Rxn name,opi3-del vs. wt,ram1-del vs. wt,cho2-del vs. wt,aco1-del vs. wt,pfk2-del vs. wt,ipk1-del vs. wt,vps15-del vs. wt,sis2-del vs. wt,arg82-del vs. wt,plc1-del vs. wt,rnr4-del vs. wt,pfk27-del vs. wt
r_0572,1,0,0,0,0,0,0,0,-1,1,0,0
r_0573,1,0,0,0,0,0,0,0,-1,1,0,0
r_0574,1,0,0,0,0,0,0,0,-1,1,0,0
r_0575,1,0,0,0,0,0,0,0,-1,1,0,0
r_0596,0,0,0,0,0,0,0,0,0,0,0,0
r_0597,0,0,0,0,0,0,0,0,0,0,0,0
r_0598,0,0,0,0,0,0,0,0,0,0,0,0
r_0599,0,0,0,0,0,0,0,0,0,0,0,0
r_0600,0,0,0,0,0,0,0,0,0,0,0,0
r_0601,0,0,0,0,0,0,0,0,0,0,0,0
r_0602,0,0,0,0,0,0,0,0,0,0,0,0
r_0603,0,0,0,0,0,0,0,0,0,0,0,0
r_0604,0,0,0,0,0,0,0,0,0,0,0,0
r_0605,0,0,0,0,0,0,0,0,0,0,0,0
r_0606,0,0,0,0,0,0,0,0,0,0,0,0
r_0607,0,0,0,0,0,0,0,0,0,0,0,0
r_0608,0,0,0,0,0,0,0,0,0,0,0,0
r_0609,0,0,0,0,0,0,0,0,0,0,0,0
r_0610,0,0,0,0,0,0,0,0,0,0,0,0
r_0611,0,0,0,0,0,0,0,0,0,0,0,0
r_0612,0,0,0,0,0,0,0,0,0,0,0,0
r_0613,0,0,0,0,0,0,0,0,0,0,0,0
r_0614,0,0,0,0,0,0,0,0,0,0,0,0
r_0615,0,0,0,0,0,0,0,0,0,0,0,0
r_0616,0,0,0,0,0,0,0,0,0,0,0,0
r_0617,0,0,0,0,0,0,0,0,0,0,0,0
r_0618,0,0,0,0,0,0,0,0,0,0,0,0
r_0619,0,0,0,0,0,0,0,0,0,0,0,0
r_0620,0,0,0,0,0,0,0,0,0,0,0,0
r_0621,0,0,0,0,0,0,0,0,0,0,0,0
r_0622,0,0,0,0,0,0,0,0,0,0,0,0
r_0623,0,0,0,0,0,0,0,0,0,0,0,0
r_0624,0,0,0,0,0,0,0,0,0,0,0,0
r_0625,0,0,0,0,0,0,0,0,0,0,0,0
r_0626,0,0,0,0,0,0,0,0,0,0,0,0
r_0627,0,0,0,0,0,0,0,0,0,0,0,0
r_0628,0,0,0,0,0,0,0,0,0,0,0,0
r_0629,0,0,0,0,0,0,0,0,0,0,0,0
r_0630,0,0,0,0,0,0,0,0,0,0,0,0
r_0631,0,0,0,0,0,0,0,0,0,0,0,0
r_0632,0,0,0,0,0,0,0,0,0,0,0,0
r_0633,0,0,0,0,0,0,0,0,0,0,0,0
r_0634,0,0,0,0,0,0,0,0,0,0,0,0
r_0635,0,0,0,0,0,0,0,0,0,0,0,0
r_0636,0,0,0,0,0,0,0,0,0,0,0,0
r_0637,0,0,0,0,0,0,0,0,0,0,0,0
r_0638,0,0,0,0,0,0,0,0,0,0,0,0
r_0639,0,0,0,0,0,0,0,0,0,0,0,0
r_0640,0,0,0,0,0,0,0,0,0,0,0,0
r_0641,0,0,0,0,0,0,0,0,0,0,0,0
r_0642,0,0,0,0,0,0,0,0,0,0,0,0
r_0643,0,0,0,0,0,0,0,0,0,0,0,0
r_0644,0,0,0,0,0,0,0,0,0,0,0,0
r_0645,0,0,0,0,0,0,0,0,0,0,0,0
r_0646,0,0,0,0,0,0,0,0,0,0,0,0
r_0647,0,0,0,0,0,0,0,0,0,0,0,0
r_0648,0,0,0,0,0,0,0,0,0,0,0,0
r_0649,0,0,0,0,0,0,0,0,0,0,0,0
r_0650,0,0,0,0,0,0,0,0,0,0,0,0
r_0651,0,0,0,0,0,0,0,0,0,0,0,0
r_0652,0,0,0,0,0,0,0,0,0,0,0,0
r_0653,0,0,0,0,0,0,0,0,0,0,0,0
r_0654,0,0,0,0,0,0,0,0,0,0,0,0
r_0655,0,0,0,0,0,0,0,0,0,0,0,0
r_0656,0,0,0,0,0,0,0,0,0,0,0,0
r_0657,0,0,0,0,0,0,0,0,0,0,0,0
r_0658,0,0,0,1,0,0,0,1,0,0,1,1
r_0659,1,1,1,1,1,0,0,1,0,1,1,1
r_0661,1,0,0,0,0,0,0,0,0,0,0,0
r_0662,1,0,1,0,0,0,0,0,0,0,-1,0
r_0663,1,1,1,1,0,0,1,1,0,0,1,1
r_0664,0,-1,0,-1,0,-1,0,-1,0,0,-1,-1
r_0665,-1,-1,-1,-1,0,0,-1,-1,0,0,-1,0
r_0666,0,0,0,0,0,0,0,0,0,0,0,0
r_0667,-1,0,0,-1,0,0,0,0,0,0,0,0
r_0668,0,0,0,0,0,0,0,0,0,0,0,0
r_0669,0,0,0,0,0,-1,0,0,0,0,-1,0
r_0670,0,1,1,0,1,0,0,0,0,1,0,0
r_0671,0,-1,0,-1,1,0,0,-1,-1,0,0,0
r_0672,1,1,0,1,0,0,0,0,0,0,0,0
r_0673,1,1,0,1,0,0,0,0,0,0,0,0
r_0674,0,0,0,1,0,0,1,0,-1,0,0,0
r_0675,0,0,0,0,0,0,0,0,0,0,0,0
r_0676,1,0,0,0,0,0,0,0,0,0,0,0
r_0678,-1,-1,-1,0,0,0,-1,-1,0,0,0,-1
r_0679,-1,-1,-1,-1,0,0,0,-1,0,0,0,-1
r_0680,1,1,0,1,1,0,1,0,1,0,0,1
r_0681,0,0,0,1,0,0,0,1,0,0,1,1
r_0682,-1,-1,0,-1,0,0,0,-1,0,0,-1,0
r_0683,0,0,0,1,0,0,0,1,0,0,1,1
r_0687,0,0,0,0,0,0,0,0,0,0,0,0
r_0688,1,1,1,1,1,1,1,1,0,1,1,1
r_0689,-1,0,1,0,-1,-1,1,0,-1,0,0,1
r_0690,1,0,0,0,0,0,0,0,0,0,0,0
r_0691,0,0,0,0,0,0,0,0,0,0,0,0
r_0692,-1,0,1,0,-1,-1,1,0,-1,0,0,1
r_0693,0,0,0,0,0,0,0,0,0,0,0,0
r_0694,1,1,1,1,1,0,1,1,1,0,1,0
r_0695,1,1,1,1,1,0,1,1,0,0,1,1
r_0696,1,1,1,0,0,0,0,1,-1,0,0,1
r_0697,1,1,1,0,1,1,0,0,0,0,0,0
r_0698,0,0,0,-1,0,0,0,-1,0,0,0,0
r_0699,1,1,1,1,0,0,1,1,0,0,1,1
r_0700,0,-1,0,-1,0,-1,0,-1,0,0,-1,-1
r_0701,-1,-1,0,0,0,0,0,0,0,0,0,0
r_0702,0,0,0,0,0,0,0,0,0,0,0,0
r_0703,1,1,1,1,1,1,1,0,0,0,0,0
r_0704,1,1,1,1,1,1,1,0,0,0,0,0
r_0705,1,1,1,1,1,1,1,0,0,0,0,0
r_0706,1,1,1,1,1,1,1,0,0,0,0,0
r_0707,1,1,1,1,1,1,1,0,0,0,0,0
r_0708,1,1,1,1,1,1,1,0,0,0,0,0
r_0711,-1,-1,0,0,0,0,0,0,0,0,0,0
r_0712,0,0,0,-1,0,0,0,0,0,0,0,0
r_0713,1,1,1,0,1,1,0,0,0,1,0,0
r_0714,1,1,1,0,0,1,0,0,0,0,0,0
r_0715,1,0,0,0,0,0,0,0,0,0,0,0
r_0716,1,1,1,1,0,0,1,0,1,0,0,0
r_0717,1,1,1,1,0,0,0,0,0,0,0,0
r_0718,-1,0,0,0,0,-1,-1,0,0,-1,0,0
r_0719,-1,0,0,0,0,-1,-1,0,0,-1,0,0
r_0721,0,0,0,0,0,0,0,0,0,0,0,0
r_0722,0,0,0,0,0,0,0,0,0,0,0,0
r_0723,1,0,0,0,0,0,0,0,0,0,0,0
r_0724,-1,-1,-1,-1,0,0,-1,-1,-1,0,-1,-1
r_0725,0,0,0,0,0,0,0,0,0,0,0,0
r_0726,-1,-1,0,0,0,0,0,0,0,0,0,0
r_0727,-1,0,-1,-1,0,-1,-1,0,0,-1,-1,0
r_0728,0,0,0,0,0,0,0,0,0,0,0,0
r_0729,-1,-1,0,-1,0,0,0,0,0,0,0,0
r_0730,0,0,0,0,0,0,0,0,0,0,0,0
r_0731,0,0,-1,0,0,-1,0,0,1,0,0,0
r_0732,0,0,0,0,0,0,0,0,0,0,0,0
r_0733,-1,-1,-1,-1,0,0,-1,-1,-1,0,-1,-1
r_0734,1,0,1,1,0,0,1,0,0,0,1,0
r_0735,0,0,0,0,0,0,0,0,0,0,0,0
r_0736,0,0,0,0,0,0,0,0,0,0,0,0
r_0737,0,0,0,0,0,0,0,0,0,0,0,0
r_0738,0,0,0,0,0,0,0,0,0,0,0,0
r_0739,0,-1,0,0,0,0,0,0,0,0,0,-1
r_0747,1,0,0,0,0,0,0,0,0,0,0,0
r_0748,1,0,0,0,0,0,0,0,0,0,0,0
r_0749,1,0,0,0,0,0,0,0,0,0,0,0
r_0750,1,0,0,0,0,0,0,0,0,0,0,0
r_0751,1,0,0,0,0,0,0,0,0,0,0,0
r_0752,1,0,0,0,0,0,0,0,0,0,0,0
r_0753,1,0,0,0,0,0,0,0,0,0,0,0
r_0754,1,0,0,0,0,0,0,0,0,0,0,0
r_0755,1,0,0,0,0,0,0,0,0,0,0,0
r_0756,1,0,0,0,0,0,0,0,0,0,0,0
r_0757,0,1,0,0,1,0,0,0,1,1,0,0
r_0758,1,1,1,0,0,0,1,-1,1,0,-1,-1
r_0759,0,-1,0,1,0,0,-1,0,1,-1,0,1
r_0760,0,0,0,0,0,0,0,0,0,0,0,0
r_0761,0,0,0,1,1,0,1,0,0,0,1,1
r_0762,-1,0,0,0,0,0,0,0,0,0,0,0
r_0763,0,0,0,0,0,0,0,0,0,0,0,0
r_0764,0,0,0,0,0,0,0,0,0,0,0,0
r_0765,1,1,1,1,0,1,1,0,0,0,0,0
r_0766,1,1,1,1,0,1,1,0,0,0,0,0
r_0767,0,0,0,0,0,0,0,0,0,0,0,0
r_0768,0,0,0,0,0,0,0,0,0,0,0,0
r_0769,0,0,0,0,0,0,0,0,0,0,0,0
r_0770,1,1,1,0,1,1,0,0,-1,1,0,0
r_0771,1,1,1,1,0,1,1,0,0,0,0,0
r_0772,1,1,1,1,0,1,1,0,0,0,0,0
r_0773,1,1,1,0,1,1,1,1,0,1,0,0
r_0774,0,0,0,0,0,0,0,0,0,0,0,0
r_0775,0,0,0,0,0,0,0,0,0,0,0,0
r_0781,1,1,1,1,1,1,1,1,0,1,1,0
r_0782,-1,-1,0,-1,-1,0,0,0,0,0,0,0
r_0783,1,-1,0,0,0,0,0,0,0,0,0,0
r_0784,0,0,0,1,0,0,0,0,0,0,0,0
r_0785,0,0,0,1,0,0,0,0,0,0,0,0
r_0786,0,0,1,1,1,0,0,1,0,0,0,0
r_0787,0,0,1,1,1,0,0,1,0,0,0,0
r_0788,0,0,0,0,0,0,0,0,0,0,0,0
r_0789,0,0,0,0,0,0,0,0,0,0,0,0
r_0790,0,0,0,0,0,0,0,0,0,0,0,0
r_0791,-1,0,0,0,0,0,0,0,0,0,0,0
r_0792,0,0,0,0,0,0,0,0,0,0,0,0
r_0793,0,0,0,0,0,0,0,0,0,0,0,0
r_0795,1,1,1,0,1,0,0,0,0,1,0,0
r_0796,1,1,1,0,1,0,0,0,0,1,0,0
r_0797,1,1,1,0,1,0,0,0,0,1,0,0
r_0798,1,1,1,0,1,0,0,0,0,1,0,0
r_0799,1,1,1,0,1,0,0,0,0,1,0,0
r_0800,1,1,1,0,1,0,0,0,0,1,0,0
r_0801,1,1,1,0,1,0,0,0,0,1,0,0
r_0802,1,1,1,0,1,0,0,0,0,1,0,0
r_0803,1,1,1,0,1,0,0,0,0,1,0,0
r_0804,1,1,1,0,0,0,0,0,0,0,0,0
r_0805,0,0,0,0,0,0,0,0,0,0,0,0
r_0806,0,0,0,0,0,0,0,0,0,0,0,0
r_0807,0,0,0,0,0,0,0,0,0,0,0,0
r_0810,-1,0,0,0,0,0,0,0,0,0,0,0
r_0811,1,1,1,0,1,0,0,0,0,1,0,0
r_0812,0,-1,1,1,0,-1,-1,1,1,-1,0,0
r_0813,0,-1,1,1,0,-1,-1,1,1,-1,0,0
r_0815,1,0,1,0,0,1,1,0,0,0,0,0
r_0816,-1,-1,-1,1,0,0,-1,0,1,-1,1,1
r_0817,0,0,0,0,0,0,0,0,0,0,0,0
r_0818,0,0,0,1,1,0,1,0,0,0,1,1
r_0819,1,1,1,1,0,1,1,1,-1,1,1,0
r_0820,1,1,1,1,1,1,1,1,0,1,1,1
r_0821,0,0,0,0,0,0,0,0,0,0,0,0
r_0831,1,1,0,0,1,0,0,0,-1,0,0,0
r_0832,1,1,0,0,1,0,0,0,-1,0,0,0
r_0841,0,0,0,0,0,0,0,0,0,0,0,0
r_0842,-1,0,0,0,0,0,0,0,0,0,0,0
r_0843,0,-1,0,0,0,0,0,0,0,0,0,0
r_0844,1,1,1,0,0,1,1,0,0,0,0,0
r_0845,1,1,1,0,0,1,1,0,0,0,0,0
r_0847,1,1,1,0,0,1,1,0,0,0,0,0
r_0848,1,1,1,0,0,1,1,0,0,0,0,0
r_0849,1,1,1,0,0,1,1,0,0,0,0,0
r_0850,1,1,1,0,0,1,1,0,0,0,0,0
r_0851,-1,0,0,0,0,0,0,0,0,0,0,0
r_0852,-1,-1,0,0,0,0,0,0,0,0,0,0
r_0853,1,1,0,1,0,0,0,1,0,0,1,1
r_0854,1,0,1,0,1,0,1,0,1,0,0,0
r_0855,0,-1,0,0,0,-1,0,0,0,0,0,0
r_0882,1,0,1,0,0,0,0,0,0,0,0,0
r_0883,0,0,0,0,0,0,0,0,0,0,0,0
r_0884,1,1,1,0,0,0,0,0,0,0,0,0
r_0885,0,0,0,0,0,0,0,0,0,0,0,0
r_0886,0,0,0,0,-1,0,0,0,0,0,0,0
r_0887,0,0,0,0,-1,0,0,0,0,0,0,0
r_0888,1,1,1,1,1,1,1,1,0,1,1,1
r_0889,1,1,1,1,1,1,1,1,0,1,1,1
r_0890,1,0,1,0,0,0,0,0,0,0,0,0
r_0891,1,1,1,1,1,0,1,1,1,1,1,1
r_0892,1,1,0,1,1,0,0,1,0,0,0,0
r_0893,1,1,0,0,0,0,0,0,0,1,0,0
r_0902,0,0,0,0,0,0,0,0,0,0,0,0
r_0903,1,1,1,1,1,0,0,0,0,1,0,0
r_0904,1,0,0,0,0,0,0,0,0,0,0,0
r_0905,0,0,0,1,0,0,0,0,0,0,0,0
r_0906,0,0,0,0,0,0,0,0,0,0,0,0
r_0907,1,1,1,1,1,1,1,1,0,1,1,1
r_0908,-1,0,-1,0,0,-1,0,0,0,0,0,0
r_0909,-1,-1,0,1,0,-1,-1,0,1,0,1,1
r_0910,-1,-1,0,1,0,-1,-1,0,1,0,1,1
r_0911,0,0,0,0,0,0,0,0,0,0,0,0
r_0912,1,1,0,0,0,0,0,0,1,0,1,1
r_0913,0,0,0,0,0,0,0,0,0,0,0,1
r_0914,0,-1,0,0,0,-1,0,0,0,0,0,0
r_0915,-1,-1,-1,0,0,-1,0,0,0,-1,0,0
r_0916,-1,-1,0,0,0,0,0,0,0,0,0,0
r_0917,-1,-1,-1,0,0,-1,0,0,0,0,0,0
r_0918,-1,0,0,1,0,0,0,0,0,0,0,0
r_0919,1,1,0,1,1,1,0,1,-1,1,1,0
r_0920,0,0,0,0,0,0,0,0,0,0,0,0
r_0921,0,0,0,0,0,0,0,0,0,0,0,0
r_0922,0,0,0,-1,0,-1,0,0,0,0,0,0
r_0929,1,1,1,1,1,0,1,0,0,0,1,0
r_0935,-1,0,0,0,0,0,0,0,0,0,0,0
r_0936,1,1,1,1,1,0,1,0,0,0,1,0
r_0937,1,1,1,1,1,0,1,0,0,0,1,0
r_0938,0,0,0,0,0,0,0,0,0,0,0,0
r_0939,0,-1,0,0,0,0,0,0,0,0,0,0
r_0940,1,1,1,1,0,0,1,1,1,1,1,0
r_0941,-1,-1,-1,-1,0,0,0,-1,0,0,0,0
r_0942,0,0,0,0,0,0,0,0,0,0,0,0
r_0943,-1,-1,0,0,0,0,0,-1,0,0,0,0
r_0949,0,0,0,0,0,0,0,0,0,0,0,0
r_0950,0,0,0,0,0,0,0,0,0,0,0,0
r_0951,0,0,0,0,0,0,0,0,0,0,0,0
r_0953,0,0,0,0,0,0,0,0,0,0,0,0
r_0954,0,0,0,0,0,0,0,0,0,0,0,0
r_0955,0,0,0,0,0,0,0,0,0,0,0,0
r_0956,0,0,0,0,0,0,0,0,0,0,0,0
r_0957,0,0,0,0,0,0,0,0,0,0,0,0
r_0958,1,1,1,1,1,1,1,1,0,0,0,1
r_0959,1,0,0,0,0,0,0,0,0,0,0,0
r_0960,1,0,0,0,0,0,0,0,0,0,0,0
r_0961,0,0,0,0,0,0,0,0,0,0,0,0
r_0962,1,1,0,1,1,0,1,1,0,0,0,0
r_0963,0,0,0,0,0,0,0,0,0,0,0,0
r_0965,0,0,0,0,0,0,0,0,0,0,0,0
r_0966,0,0,0,0,0,0,0,0,0,0,0,0
r_0967,1,0,1,-1,0,0,-1,0,0,0,-1,-1
r_0968,0,0,0,1,0,0,0,0,0,0,1,1
r_0969,1,1,1,1,0,0,0,0,0,0,1,0
r_0970,1,1,1,0,0,0,0,0,0,0,0,0
r_0971,1,1,1,0,0,0,0,0,0,0,0,0
r_0972,1,1,1,0,0,0,0,0,0,0,0,0
r_0973,1,1,1,0,0,0,0,0,0,0,0,0
r_0974,1,1,0,1,0,0,1,0,1,0,1,1
r_0975,1,1,0,1,0,0,1,0,1,0,1,1
r_0976,1,1,0,1,0,0,1,0,1,0,1,1
r_0977,1,1,0,1,0,0,1,0,1,0,1,1
r_0978,1,1,0,1,0,0,1,0,1,0,1,1
r_0979,1,1,0,1,0,0,1,0,1,0,1,1
r_0982,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1
r_0983,-1,0,0,0,0,0,0,0,0,0,0,0
r_0984,-1,0,0,0,0,0,0,0,0,0,0,0
r_0985,0,0,0,0,0,0,0,0,0,0,0,0
r_0986,0,0,0,0,-1,0,0,0,0,0,0,0
r_0987,1,1,1,1,0,0,0,1,1,1,1,0
r_0988,1,0,0,1,0,0,1,0,1,0,1,0
r_0989,0,0,0,0,0,0,0,0,-1,0,0,0
r_0990,1,0,0,1,0,0,0,1,0,0,0,0
r_0992,-1,-1,0,0,0,0,0,0,0,0,0,0
r_0993,0,-1,0,-1,0,0,0,0,0,0,0,0
r_0995,0,1,0,0,0,0,0,0,0,0,0,0
r_0996,0,0,0,1,0,0,0,0,-1,0,1,1
r_0997,0,0,0,1,0,0,0,0,-1,0,1,1
r_0998,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0
r_0999,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0
r_1000,1,0,0,1,0,0,0,0,0,0,1,0
r_1001,-1,-1,-1,0,-1,0,0,-1,0,-1,0,0
r_1002,-1,-1,-1,-1,0,0,-1,-1,0,0,0,0
r_1003,0,0,0,0,0,0,0,0,0,0,0,0
r_1004,1,0,0,0,0,0,0,0,1,0,0,0
r_1005,1,0,0,0,0,0,0,0,1,0,0,0
r_1006,1,0,1,0,0,0,0,0,0,0,0,0
r_1007,1,0,1,0,0,0,0,0,0,0,0,0
r_1008,0,0,0,0,0,0,0,0,0,0,0,0
r_1009,0,0,0,0,0,0,0,0,0,0,0,0
r_1010,0,1,0,0,0,0,0,0,0,0,0,0
r_1011,0,1,0,0,0,0,0,0,0,0,0,0
r_1012,0,0,0,0,0,0,0,0,0,0,0,0
r_1021,1,1,0,0,1,0,0,0,0,0,0,0
r_1022,0,0,0,0,0,0,0,0,0,0,0,0
r_1023,1,1,1,1,1,1,1,1,0,0,1,0
r_1024,0,0,0,0,0,0,0,0,0,0,0,0
r_1025,0,0,0,0,1,0,0,1,1,0,0,0
r_1026,0,0,0,0,0,0,0,0,0,0,0,0
r_1027,0,0,0,0,0,-1,0,0,1,0,0,0
r_1029,1,0,1,1,0,0,1,0,0,0,0,1
r_1030,-1,0,-1,-1,0,-1,0,0,-1,-1,0,0
r_1031,0,0,0,0,1,0,0,0,0,0,0,0
r_1032,0,-1,0,0,0,0,0,0,1,1,1,0
r_1033,0,-1,0,0,0,0,0,0,1,1,1,0
r_1034,-1,0,0,-1,0,0,0,0,0,0,0,0
r_1035,-1,0,0,-1,0,0,0,0,0,0,0,0
r_1036,1,0,1,1,0,0,0,0,0,0,0,0
r_1037,1,0,0,0,0,0,0,0,0,0,0,0
r_1038,0,0,0,0,0,0,0,0,0,0,0,0
r_1039,1,1,1,0,1,0,0,0,0,0,0,0
r_1040,0,0,0,0,0,0,0,0,0,0,0,0
r_1041,0,0,0,0,0,0,0,0,0,0,0,0
r_1042,0,0,0,0,0,0,0,0,0,0,0,0
r_1043,0,0,0,0,0,0,0,0,0,0,0,0
r_1045,0,0,0,0,0,0,0,0,0,0,0,0
r_1046,1,1,1,1,1,0,1,1,0,-1,1,1
r_1047,0,0,0,0,0,0,0,0,0,0,0,0
r_1048,1,1,1,1,1,1,1,1,0,1,1,1
r_1049,1,1,1,1,1,1,1,1,1,1,1,1
r_1050,1,1,1,1,1,1,1,1,1,1,1,1
r_1051,0,0,0,0,0,0,0,0,-1,0,0,0
r_1054,0,0,0,0,0,0,0,0,0,0,0,0
r_1055,0,0,0,0,0,0,0,0,0,0,0,0
r_1056,-1,0,0,0,0,0,0,0,0,0,0,0
r_1057,-1,-1,-1,-1,0,0,-1,-1,0,0,-1,0
r_1058,0,0,0,0,0,0,0,0,0,0,0,0
r_1063,-1,0,0,0,0,0,0,0,0,0,0,0
r_1065,0,0,0,1,0,0,0,1,0,0,1,1
r_1066,0,-1,0,0,0,0,0,0,0,0,0,0
r_1067,0,1,0,0,0,0,0,0,0,0,0,0
r_1068,0,0,0,1,0,0,0,0,0,0,0,0
r_1069,0,0,0,0,0,0,0,0,0,0,0,0
r_1070,0,0,0,0,0,0,0,0,0,0,0,0
r_1071,0,0,0,0,0,0,0,0,0,0,0,0
r_1072,0,0,0,0,0,0,0,0,0,0,0,0
r_1073,0,0,0,0,0,0,0,0,0,0,0,0
r_1074,-1,-1,-1,-1,0,0,0,-1,-1,-1,0,0
r_1075,1,1,1,1,1,0,1,0,1,0,1,1
r_1076,0,1,0,0,0,0,1,0,0,0,0,0
r_1077,-1,-1,-1,-1,0,-1,0,-1,0,0,0,0
r_1078,-1,-1,-1,-1,0,-1,0,-1,0,0,0,0
r_1079,0,0,0,0,0,0,0,0,0,0,0,0
r_1080,0,0,0,0,0,0,0,0,0,0,0,0
r_1081,0,0,0,0,0,1,0,0,0,0,0,0
r_1082,0,0,0,0,0,0,0,0,0,0,0,0
r_1083,0,0,0,0,0,0,0,0,0,0,0,0
r_1084,1,1,1,1,1,1,0,1,0,1,1,1
r_1087,1,1,1,1,0,0,1,1,0,0,1,1
r_1088,0,-1,0,-1,0,-1,0,-1,0,0,-1,-1
r_1089,-1,0,0,-1,0,0,0,0,0,0,0,0
r_1090,-1,0,0,-1,0,0,0,0,0,0,0,0
r_1091,0,0,0,0,0,0,0,0,0,0,0,0
r_1092,1,1,1,1,0,0,0,1,0,0,1,0
r_1093,1,1,1,1,1,1,1,1,0,1,1,0
r_1094,1,1,1,1,1,1,1,1,0,1,0,0
r_1095,0,0,0,0,0,0,0,0,0,0,0,0
r_1619,1,1,1,1,1,1,1,1,1,1,1,1
r_1838,0,0,0,1,0,0,0,0,1,0,0,0
r_2029,-1,0,0,0,0,0,0,0,0,0,0,0
r_2112,0,0,1,0,0,0,0,0,0,0,0,0
r_2113,0,0,0,0,0,0,0,0,0,0,0,0
r_2114,0,0,0,0,0,0,0,0,0,0,0,0
r_2115,0,1,0,1,1,0,0,1,1,0,0,1
r_2116,1,1,1,1,1,1,1,1,0,1,1,1
r_2117,1,1,1,1,0,0,1,0,1,1,1,1
r_2118,1,1,1,1,0,0,1,0,1,1,1,1
r_2119,1,1,1,1,0,0,1,0,1,1,1,1
r_2126,0,0,0,0,0,0,0,0,0,0,0,0
r_2131,0,0,0,1,1,0,0,0,0,1,0,0
r_2140,0,0,0,-1,0,0,0,0,-1,0,0,0
r_2141,0,0,0,-1,0,0,0,0,-1,0,0,0
r_2142,0,-1,0,0,0,0,0,0,0,0,0,0
r_2143,0,-1,0,0,0,0,0,0,0,0,0,0
r_2144,0,-1,0,0,0,0,0,0,0,0,0,0
r_2145,0,0,0,0,0,0,0,0,0,0,0,0
r_2146,0,0,0,0,0,0,0,0,0,0,0,0
r_2147,0,0,0,0,0,0,0,0,0,0,0,0
r_2148,0,0,1,0,0,0,0,0,-1,0,0,0
r_2149,0,0,1,0,0,0,0,0,-1,0,0,0
r_2150,0,0,1,0,0,0,0,0,-1,0,0,0
r_2151,1,1,1,1,1,1,0,1,0,0,1,0
r_2152,1,1,1,1,1,1,0,1,0,0,1,0
r_2153,1,1,1,1,1,1,0,1,0,0,1,0
r_2154,-1,0,-1,0,0,1,0,0,-1,0,1,0
r_2155,-1,0,-1,0,0,1,0,0,-1,0,1,0
r_2156,0,0,0,-1,0,0,0,0,0,0,0,0
r_2157,0,1,0,0,0,0,0,0,0,0,0,0
r_2158,0,1,0,0,0,0,0,0,0,0,0,0
r_2159,0,1,0,0,0,0,0,0,0,0,0,0
r_2160,0,1,0,0,0,0,0,0,0,0,0,0
r_2161,0,0,0,0,0,0,0,0,0,0,0,0
r_2162,0,0,0,0,0,0,0,0,0,0,0,0
r_2163,0,0,0,0,0,0,0,0,0,0,0,0
r_2164,0,0,0,0,0,0,0,0,0,0,0,0
r_2165,0,0,0,0,0,0,0,0,0,0,0,0
r_2166,0,0,0,0,0,0,0,0,0,0,0,0
r_2167,0,0,0,0,0,0,0,0,0,0,0,0
r_2168,-1,0,0,0,0,0,0,0,0,0,0,0
r_2169,-1,0,0,0,0,0,0,0,0,0,0,0
r_2170,-1,0,0,0,0,0,0,0,0,0,0,0
r_2171,-1,0,0,0,0,0,0,0,0,0,0,0
r_2172,-1,0,0,0,0,0,0,0,0,0,0,0
r_2173,-1,0,0,0,0,0,0,0,0,0,0,0
r_2174,-1,0,0,0,0,0,0,0,0,0,0,0
r_2175,0,0,0,0,0,0,0,0,0,0,0,0
r_2176,0,0,0,0,0,0,0,0,0,0,0,0
r_2177,0,0,0,0,0,0,0,0,0,0,0,0
r_2178,0,0,0,0,0,0,0,0,0,0,0,0
r_2179,0,0,0,0,0,0,0,0,0,0,0,0
r_2180,0,0,0,0,0,0,0,0,0,0,0,0
r_2181,0,0,0,0,0,0,0,0,0,0,0,0
r_2182,1,0,1,0,0,0,1,0,-1,0,0,0
r_2183,1,0,1,0,0,0,1,0,-1,0,0,0
r_2194,1,1,1,1,1,1,1,1,-1,0,0,0
r_2195,1,1,1,1,1,1,1,1,0,0,0,0
r_2196,1,1,1,1,1,1,1,1,0,0,0,0
r_2197,1,1,1,1,1,1,1,1,0,0,0,0
r_2198,1,1,1,1,1,1,1,1,0,0,0,0
r_2199,1,1,1,1,1,1,1,1,0,0,0,0
r_2200,1,1,1,1,1,1,1,1,-1,0,0,0
r_2201,1,1,1,1,1,1,1,1,0,0,0,0
r_2202,1,1,1,1,1,1,1,1,0,0,0,0
r_2203,1,1,1,1,1,1,1,1,0,0,0,0
r_2204,1,1,1,1,1,1,1,1,0,0,0,0
r_2205,1,1,1,1,1,1,1,1,0,0,0,0
r_2206,1,0,1,0,0,0,0,0,0,0,0,0
r_2207,1,0,1,0,0,0,0,0,0,0,0,0
r_2208,1,0,1,0,0,0,0,0,0,0,0,0
r_2209,-1,-1,-1,0,0,0,-1,0,0,-1,0,0
r_2210,-1,-1,-1,0,0,0,-1,0,0,-1,0,0
r_2211,-1,-1,-1,0,0,0,-1,0,0,-1,0,0
r_2212,-1,-1,-1,0,0,0,-1,0,0,-1,0,0
r_2213,0,0,0,0,0,0,0,0,0,0,0,0
r_2214,0,0,0,0,0,0,0,0,0,0,0,0
r_2215,0,0,0,0,0,0,0,0,0,0,0,0
