Rxn name,opi3-del vs. wt,ram1-del vs. wt,cho2-del vs. wt,aco1-del vs. wt,pfk2-del vs. wt,ipk1-del vs. wt,vps15-del vs. wt,sis2-del vs. wt,arg82-del vs. wt,plc1-del vs. wt,rnr4-del vs. wt,pfk27-del vs. wt
r_0001,0.09522992965332475,0.12474674597039109,0.06143262009151182,0.09961374008301832,0.0,-0.0,0.08020447970933356,0.06811774382250249,-0.0,0.0,0.049236401623292125,0.0
r_0002,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0
r_0003,-0.0,0.08416516927693526,-0.0,0.052861443336071574,0.11229976233499879,0.08003775397154204,0.0,0.08268250631322267,-0.040417816123253694,0.0,0.0,0.0
r_0004,0.10627665421237442,0.22731902773965498,0.06143262009151182,0.0967253300444284,0.124457093265746,0.04997405585822414,0.1323403447752414,0.11578864706642984,0.0,0.09936686691207226,0.08533194701208704,0.053542828699245384
r_0005,0.35661994848558864,0.20384261109974658,0.29507571893409745,0.24458257387353435,0.0,-0.0,0.2695700927182022,0.07512895185554692,0.12176249259700142,0.12026267583917422,0.1355208053201024,0.12715485828340883
r_0006,0.08073183108842061,0.1027845967808743,0.0,0.0,0.056476569554676496,0.0,0.06495063098852606,0.0,0.0,0.05461434049734442,-0.0,0.0
r_0007,-0.14650086776665916,-0.10595815085651254,-0.060113301497835954,-0.0,-0.0,-0.04839982339346411,-0.0583539216467082,-0.0,-0.041193868017587176,-0.0,-0.0,-0.0
r_0012,0.06380802390224911,0.0703324450655307,0.0,0.05337804556167456,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
r_0013,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0014,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0
r_0015,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
r_0016,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0
r_0017,-0.045507602852936604,-0.07020464546322558,-0.0,-0.07186254186417616,-0.0,-0.0,-0.0,-0.057663573381467624,0.0,-0.0,-0.040495755553047394,-0.0
r_0018,0.05500238999734462,0.0,0.04833960226074384,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
r_0019,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0
r_0020,-0.06280967520371011,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
r_0021,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
r_0022,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
r_0023,-0.0,-0.11632470264112398,0.0,-0.19978023734066408,0.053179635683285514,-0.04107374994735964,-0.04994341774563957,-0.10023697818962038,0.06250353289319828,-0.0,-0.09193864088505221,-0.07282495264041969
r_0024,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
r_0025,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
r_0026,0.15340598813625425,0.06441794034884238,0.14258884320092124,0.23523098408510876,0.0,0.0,0.32281472987893245,0.07434224379483281,0.2807415128643777,0.2034105895883459,0.1361588488445586,0.12748038095854214
r_0027,-0.0,-0.0,-0.0,-0.057345178988539296,0.0,-0.04626956854317371,-0.0,-0.0,-0.0,-0.05389465580277485,-0.0,-0.0
r_0028,0.08961826832300356,0.0,0.08261017986427138,0.1068579977311788,0.0,0.0,0.11160568539884858,0.0,0.0,-0.0,0.04987423521784514,0.0
r_0029,0.15340598813625425,0.06441794034884238,0.14258884320092124,0.23523098408510876,0.0,0.0,0.14669083137108463,0.07434224379483281,0.0,0.0,0.1361588488445586,0.12748038095854214
r_0030,0.0,-0.09998120880839574,0.0,-0.09878756576369699,0.0,-0.06318109095192093,-0.0,-0.09493289079982901,0.0,-0.0,-0.06063502078862901,-0.05982793598886256
r_0032,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0903238178897893,0.0,0.0,0.0
r_0033,0.19960715038218996,0.10560865206841574,0.08278750915800394,0.09425402692075543,0.10940629169007944,0.05196058147578738,0.09815457298512796,0.05066670089386485,0.0,0.07953127355867093,0.0,0.060069824379148554
